본번,부번,아파트명,전용면적,층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,부동산유형,분양형태,k-관리방식,k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-건설사,k-시행사,k-사용검사일-사용승인일,k-연면적,k-주거전용면적,k-관리비부과면적,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과,k-등록일자,k-수정일자,경비비관리형태,세대전기계약방법,청소비관리형태,건축면적,주차대수,단지승인일,좌표X,좌표Y,단지신청일,target,구,동,계약날짜
1705.0,0.0,금호,59.4,10,1997,대학18길 9,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.937561029256,37.4651360569375,,31000.0,관악구,신림동,2018-06-30
1705.0,0.0,금호,84.96,11,1997,대학18길 6,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.93736455622,37.4655600589723,,37000.0,관악구,신림동,2018-07-17
1705.0,0.0,금호,84.96,20,1997,대학18길 9,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.937561029256,37.4651360569375,,39500.0,관악구,신림동,2018-07-23
1705.0,0.0,금호,66.39,8,1997,대학18길 6,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.93736455622,37.4655600589723,,29900.0,관악구,신림동,2018-08-11
1705.0,0.0,금호,59.4,9,1997,대학18길 9,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.937561029256,37.4651360569375,,31000.0,관악구,신림동,2018-08-18
1705.0,0.0,금호,84.96,4,1997,대학18길 9,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.937561029256,37.4651360569375,,38000.0,관악구,신림동,2018-08-23
1705.0,0.0,금호,59.4,4,1997,대학18길 6,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.93736455622,37.4655600589723,,30000.0,관악구,신림동,2018-08-25
1705.0,0.0,금호,84.96,1,1997,대학18길 6,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.93736455622,37.4655600589723,,34000.0,관악구,신림동,2018-09-10
1705.0,0.0,금호,84.96,5,1997,대학18길 6,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.93736455622,37.4655600589723,,38500.0,관악구,신림동,2018-09-30
49.0,0.0,금호,84.86,13,1997,공원로 26,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.892109038117,37.4999033071437,,35500.0,구로구,구로동,2017-10-28
49.0,0.0,금호,84.7,11,1997,공원로 26,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.892109038117,37.4999033071437,,35500.0,구로구,구로동,2018-01-04
49.0,0.0,금호,59.96,22,1997,공원로 26,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.892109038117,37.4999033071437,,26700.0,구로구,구로동,2018-01-09
49.0,0.0,금호,59.96,18,1997,공원로 26,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.892109038117,37.4999033071437,,30150.0,구로구,구로동,2018-01-16
49.0,0.0,금호,59.96,12,1997,공원로 26,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.892109038117,37.4999033071437,,30500.0,구로구,구로동,2018-04-05
49.0,0.0,금호,59.96,22,1997,공원로 26,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.892109038117,37.4999033071437,,31500.0,구로구,구로동,2018-05-11
49.0,0.0,금호,84.86,14,1997,공원로 26,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.892109038117,37.4999033071437,,38000.0,구로구,구로동,2018-06-12
49.0,0.0,금호,59.96,22,1997,공원로 26,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.892109038117,37.4999033071437,,31300.0,구로구,구로동,2018-06-23
49.0,0.0,금호,59.96,16,1997,공원로 26,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.892109038117,37.4999033071437,,32250.0,구로구,구로동,2018-07-19
49.0,0.0,금호,84.86,10,1997,공원로 26,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.892109038117,37.4999033071437,,39700.0,구로구,구로동,2018-07-24
49.0,0.0,금호,59.96,12,1997,공원로 26,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.892109038117,37.4999033071437,,32000.0,구로구,구로동,2018-08-21
444.0,9.0,금호,83.52,7,2004,천호대로91길 49,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.069653903369,37.5638428402824,,31200.0,동대문구,장안동,2018-02-12
444.0,9.0,금호,71.7,5,2004,천호대로91길 49,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.069653903369,37.5638428402824,,33000.0,동대문구,장안동,2018-02-13
714.0,0.0,금호,84.98,14,2003,뚝섬로5길 17,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.050261708117,37.5422272066323,,77500.0,성동구,성수동1가,2017-12-24
714.0,0.0,금호,84.98,9,2003,뚝섬로5길 17,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.050261708117,37.5422272066323,,80000.0,성동구,성수동1가,2018-02-09
768.0,5.0,금호,84.92,8,1995,목동중앙남로3길 11,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.867153664404,37.5361086413162,,41900.0,양천구,목동,2017-10-18
768.0,5.0,금호,84.92,16,1995,목동중앙남로3길 11,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.867153664404,37.5361086413162,,42000.0,양천구,목동,2017-10-21
768.0,5.0,금호,84.92,6,1995,목동중앙남로3길 11,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.867153664404,37.5361086413162,,43200.0,양천구,목동,2017-11-18
768.0,5.0,금호,59.67,1,1995,목동중앙남로3길 11,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.867153664404,37.5361086413162,,32000.0,양천구,목동,2017-12-23
768.0,5.0,금호,59.67,2,1995,목동중앙남로3길 11,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.867153664404,37.5361086413162,,34000.0,양천구,목동,2018-01-08
768.0,5.0,금호,84.92,12,1995,목동중앙남로3길 11,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.867153664404,37.5361086413162,,44000.0,양천구,목동,2018-02-04
768.0,5.0,금호,84.92,5,1995,목동중앙남로3길 11,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.867153664404,37.5361086413162,,45000.0,양천구,목동,2018-03-01
768.0,5.0,금호,59.67,3,1995,목동중앙남로3길 11,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.867153664404,37.5361086413162,,34800.0,양천구,목동,2018-06-29
768.0,5.0,금호,84.92,15,1995,목동중앙남로3길 11,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.867153664404,37.5361086413162,,51000.0,양천구,목동,2018-07-04
768.0,5.0,금호,59.67,3,1995,목동중앙남로3길 11,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.867153664404,37.5361086413162,,34800.0,양천구,목동,2018-08-15
768.0,5.0,금호,84.92,13,1995,목동중앙남로3길 11,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.867153664404,37.5361086413162,,49500.0,양천구,목동,2018-08-17
44.0,0.0,금호,27.61,10,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16000.0,강동구,천호동,2011-10-19
44.0,0.0,금호,27.61,4,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16400.0,강동구,천호동,2011-10-20
44.0,0.0,금호,27.61,2,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,15000.0,강동구,천호동,2011-10-25
44.0,0.0,금호,27.61,2,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,15000.0,강동구,천호동,2011-11-18
44.0,0.0,금호,27.61,3,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16400.0,강동구,천호동,2011-11-28
44.0,0.0,금호,27.61,3,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16400.0,강동구,천호동,2011-12-21
44.0,0.0,금호,27.61,13,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16400.0,강동구,천호동,2011-12-23
44.0,0.0,금호,27.61,1,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,15000.0,강동구,천호동,2011-12-26
44.0,0.0,금호,27.61,12,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16350.0,강동구,천호동,2011-12-30
44.0,0.0,금호,27.61,14,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16000.0,강동구,천호동,2012-01-13
44.0,0.0,금호,27.61,10,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16700.0,강동구,천호동,2012-01-16
44.0,0.0,금호,27.61,5,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16000.0,강동구,천호동,2012-01-26
44.0,0.0,금호,27.61,11,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,17000.0,강동구,천호동,2012-01-28
44.0,0.0,금호,27.61,6,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16700.0,강동구,천호동,2012-02-20
44.0,0.0,금호,27.61,7,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16800.0,강동구,천호동,2012-03-29
44.0,0.0,금호,27.61,5,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16500.0,강동구,천호동,2012-04-12
44.0,0.0,금호,27.61,4,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16500.0,강동구,천호동,2012-04-17
44.0,0.0,금호,27.61,10,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16900.0,강동구,천호동,2012-05-02
44.0,0.0,금호,27.61,6,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,13000.0,강동구,천호동,2012-05-14
44.0,0.0,금호,27.61,13,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,17000.0,강동구,천호동,2012-06-18
44.0,0.0,금호,27.61,10,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16200.0,강동구,천호동,2012-07-18
44.0,0.0,금호,27.61,6,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,16700.0,강동구,천호동,2012-08-18
1705.0,0.0,금호,84.96,4,1997,대학18길 6,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.93736455622,37.4655600589723,,30000.0,관악구,신림동,2011-11-21
1705.0,0.0,금호,84.96,4,1997,대학18길 6,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.93736455622,37.4655600589723,,30500.0,관악구,신림동,2011-12-05
1705.0,0.0,금호,59.4,3,1997,대학18길 6,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.93736455622,37.4655600589723,,23000.0,관악구,신림동,2012-01-06
1705.0,0.0,금호,84.96,16,1997,대학18길 9,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.937561029256,37.4651360569375,,30000.0,관악구,신림동,2012-03-19
1705.0,0.0,금호,59.4,17,1997,대학18길 9,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.937561029256,37.4651360569375,,24500.0,관악구,신림동,2012-05-06
1705.0,0.0,금호,84.96,2,1997,대학18길 6,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.93736455622,37.4655600589723,,30000.0,관악구,신림동,2012-05-08
49.0,0.0,금호,59.96,12,1997,공원로 26,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.892109038117,37.4999033071437,,23000.0,구로구,구로동,2011-10-12
49.0,0.0,금호,59.96,10,1997,공원로 26,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.892109038117,37.4999033071437,,23200.0,구로구,구로동,2011-11-12
49.0,0.0,금호,84.86,9,1997,공원로 26,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.892109038117,37.4999033071437,,27000.0,구로구,구로동,2012-04-03
714.0,0.0,금호,84.98,13,2003,뚝섬로5길 17,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.050261708117,37.5422272066323,,48000.0,성동구,성수동1가,2011-10-10
714.0,0.0,금호,84.98,16,2003,뚝섬로5길 17,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.050261708117,37.5422272066323,,53500.0,성동구,성수동1가,2011-10-25
714.0,0.0,금호,84.98,10,2003,뚝섬로5길 17,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.050261708117,37.5422272066323,,52900.0,성동구,성수동1가,2012-05-28
714.0,0.0,금호,84.98,12,2003,뚝섬로5길 17,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.050261708117,37.5422272066323,,48000.0,성동구,성수동1가,2012-08-28
1054.0,0.0,금호,62.86,4,2004,동소문로43길 33,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.0274982,37.6067809,,25000.0,성북구,길음동,2012-02-16
768.0,5.0,금호,84.92,4,1995,목동중앙남로3길 11,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.867153664404,37.5361086413162,,36500.0,양천구,목동,2011-11-18
768.0,5.0,금호,84.92,1,1995,목동중앙남로3길 11,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.867153664404,37.5361086413162,,36500.0,양천구,목동,2012-05-22
768.0,5.0,금호,84.92,3,1995,목동중앙남로3길 11,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.867153664404,37.5361086413162,,32000.0,양천구,목동,2012-06-25
44.0,0.0,금호,27.61,6,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,12500.0,강동구,천호동,2008-10-02
44.0,0.0,금호,27.61,3,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,15000.0,강동구,천호동,2008-11-07
44.0,0.0,금호,27.61,13,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,10000.0,강동구,천호동,2009-02-13
44.0,0.0,금호,27.61,5,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,14000.0,강동구,천호동,2009-03-03
44.0,0.0,금호,27.61,6,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,13800.0,강동구,천호동,2009-03-03
44.0,0.0,금호,27.61,9,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,14050.0,강동구,천호동,2009-03-17
44.0,0.0,금호,27.61,8,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,11000.0,강동구,천호동,2009-03-18
44.0,0.0,금호,27.61,4,1987,양재대로 1557,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.142351999447,37.544847168923,,14350.0,강동구,천호동,2009-03-22
