본번,부번,아파트명,전용면적,층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,부동산유형,분양형태,k-관리방식,k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-건설사,k-시행사,k-사용검사일-사용승인일,k-연면적,k-주거전용면적,k-관리비부과면적,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과,k-등록일자,k-수정일자,경비비관리형태,세대전기계약방법,청소비관리형태,건축면적,주차대수,단지승인일,좌표X,좌표Y,단지신청일,target,구,동,계약날짜
1132.0,0.0,롯데캐슬,84.96,4,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,67000.0,동작구,사당동,2017-10-21
1132.0,0.0,롯데캐슬,84.96,4,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,67000.0,동작구,사당동,2017-11-25
1132.0,0.0,롯데캐슬,117.68,9,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,77500.0,동작구,사당동,2017-12-04
1132.0,0.0,롯데캐슬,84.96,16,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,68000.0,동작구,사당동,2017-12-13
1132.0,0.0,롯데캐슬,84.96,10,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,67000.0,동작구,사당동,2017-12-20
1132.0,0.0,롯데캐슬,84.96,20,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,71500.0,동작구,사당동,2017-12-27
1132.0,0.0,롯데캐슬,105.71,4,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,78000.0,동작구,사당동,2018-01-09
1132.0,0.0,롯데캐슬,117.68,13,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,80000.0,동작구,사당동,2018-01-11
1132.0,0.0,롯데캐슬,105.53,14,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,74500.0,동작구,사당동,2018-01-13
1132.0,0.0,롯데캐슬,117.68,6,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,81000.0,동작구,사당동,2018-01-23
1132.0,0.0,롯데캐슬,117.68,15,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,85000.0,동작구,사당동,2018-01-25
1132.0,0.0,롯데캐슬,84.96,13,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,73000.0,동작구,사당동,2018-01-26
1132.0,0.0,롯데캐슬,105.71,12,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,80000.0,동작구,사당동,2018-02-05
1132.0,0.0,롯데캐슬,84.96,3,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,72000.0,동작구,사당동,2018-02-10
1132.0,0.0,롯데캐슬,155.6,9,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,104500.0,동작구,사당동,2018-02-23
1132.0,0.0,롯데캐슬,117.68,2,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,89750.0,동작구,사당동,2018-03-04
1132.0,0.0,롯데캐슬,84.96,16,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,79800.0,동작구,사당동,2018-03-10
1132.0,0.0,롯데캐슬,117.68,10,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,90000.0,동작구,사당동,2018-03-16
1132.0,0.0,롯데캐슬,155.6,9,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,105000.0,동작구,사당동,2018-03-16
1132.0,0.0,롯데캐슬,155.6,14,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,109000.0,동작구,사당동,2018-03-17
1132.0,0.0,롯데캐슬,84.96,2,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,78000.0,동작구,사당동,2018-03-31
1132.0,0.0,롯데캐슬,117.68,11,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,93000.0,동작구,사당동,2018-05-02
1132.0,0.0,롯데캐슬,117.68,18,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,89500.0,동작구,사당동,2018-05-05
1132.0,0.0,롯데캐슬,84.96,1,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,77500.0,동작구,사당동,2018-06-13
1132.0,0.0,롯데캐슬,155.6,6,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,108000.0,동작구,사당동,2018-07-10
1132.0,0.0,롯데캐슬,155.6,14,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,104000.0,동작구,사당동,2018-07-13
1132.0,0.0,롯데캐슬,155.6,10,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,108800.0,동작구,사당동,2018-07-24
1132.0,0.0,롯데캐슬,84.96,10,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,82700.0,동작구,사당동,2018-07-28
1132.0,0.0,롯데캐슬,155.6,9,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,112500.0,동작구,사당동,2018-08-01
1132.0,0.0,롯데캐슬,84.96,14,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,87000.0,동작구,사당동,2018-08-11
1132.0,0.0,롯데캐슬,84.96,18,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,83500.0,동작구,사당동,2018-08-13
1132.0,0.0,롯데캐슬,117.68,20,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,97500.0,동작구,사당동,2018-08-15
1132.0,0.0,롯데캐슬,117.68,2,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,94500.0,동작구,사당동,2018-08-17
1132.0,0.0,롯데캐슬,117.68,15,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,98000.0,동작구,사당동,2018-08-21
1132.0,0.0,롯데캐슬,84.96,5,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,85000.0,동작구,사당동,2018-08-24
1132.0,0.0,롯데캐슬,155.6,8,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,120000.0,동작구,사당동,2018-08-25
1132.0,0.0,롯데캐슬,84.96,20,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,87000.0,동작구,사당동,2018-08-25
1132.0,0.0,롯데캐슬,117.68,1,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,92900.0,동작구,사당동,2018-08-29
1132.0,0.0,롯데캐슬,105.71,13,2003,사당로27길 190,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.971587397179,37.490957111073,,99000.0,동작구,사당동,2018-09-05
79.0,0.0,롯데캐슬,163.807,5,2003,중대로 121,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.121412444385,37.4943520603963,,77200.0,송파구,가락동,2017-11-06
79.0,0.0,롯데캐슬,180.516,11,2003,중대로 121,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.121412444385,37.4943520603963,,84500.0,송파구,가락동,2017-11-13
79.0,0.0,롯데캐슬,180.667,22,2003,중대로 121,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.121412444385,37.4943520603963,,90500.0,송파구,가락동,2017-11-30
79.0,0.0,롯데캐슬,180.516,7,2003,중대로 121,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.121412444385,37.4943520603963,,83000.0,송파구,가락동,2018-01-18
79.0,0.0,롯데캐슬,163.807,11,2003,중대로 121,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.121412444385,37.4943520603963,,81500.0,송파구,가락동,2018-01-18
79.0,0.0,롯데캐슬,180.667,20,2003,중대로 121,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.121412444385,37.4943520603963,,97000.0,송파구,가락동,2018-01-29
79.0,0.0,롯데캐슬,180.667,15,2003,중대로 121,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.121412444385,37.4943520603963,,97000.0,송파구,가락동,2018-02-03
79.0,0.0,롯데캐슬,180.516,5,2003,중대로 121,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.121412444385,37.4943520603963,,83000.0,송파구,가락동,2018-03-08
79.0,0.0,롯데캐슬,180.516,23,2003,중대로 121,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,127.121412444385,37.4943520603963,,105000.0,송파구,가락동,2018-09-04
1063.0,0.0,롯데캐슬,59.747,8,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,48500.0,양천구,신월동,2017-10-10
1063.0,0.0,롯데캐슬,84.984,10,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,56000.0,양천구,신월동,2017-10-12
1063.0,0.0,롯데캐슬,84.966,12,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,58300.0,양천구,신월동,2017-10-19
1063.0,0.0,롯데캐슬,84.966,11,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,59900.0,양천구,신월동,2017-10-23
1063.0,0.0,롯데캐슬,59.747,10,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,50000.0,양천구,신월동,2017-10-30
1063.0,0.0,롯데캐슬,59.747,15,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,49900.0,양천구,신월동,2017-11-01
1063.0,0.0,롯데캐슬,116.375,4,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,64500.0,양천구,신월동,2017-11-10
1063.0,0.0,롯데캐슬,84.984,2,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,52000.0,양천구,신월동,2017-11-18
1063.0,0.0,롯데캐슬,84.984,10,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,55500.0,양천구,신월동,2017-11-19
1063.0,0.0,롯데캐슬,84.984,2,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,53100.0,양천구,신월동,2017-11-23
1063.0,0.0,롯데캐슬,129.368,8,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,72000.0,양천구,신월동,2017-11-23
1063.0,0.0,롯데캐슬,84.984,6,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,57000.0,양천구,신월동,2017-12-01
1063.0,0.0,롯데캐슬,116.375,2,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,64300.0,양천구,신월동,2017-12-13
1063.0,0.0,롯데캐슬,116.375,5,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,65000.0,양천구,신월동,2017-12-13
1063.0,0.0,롯데캐슬,59.747,3,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,46700.0,양천구,신월동,2017-12-30
1063.0,0.0,롯데캐슬,116.375,14,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,71000.0,양천구,신월동,2018-01-02
1063.0,0.0,롯데캐슬,116.375,10,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,67000.0,양천구,신월동,2018-01-03
1063.0,0.0,롯데캐슬,84.984,15,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,58700.0,양천구,신월동,2018-01-03
1063.0,0.0,롯데캐슬,84.984,9,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,58700.0,양천구,신월동,2018-01-04
1063.0,0.0,롯데캐슬,59.747,4,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,47000.0,양천구,신월동,2018-01-06
1063.0,0.0,롯데캐슬,59.747,17,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,49750.0,양천구,신월동,2018-01-06
1063.0,0.0,롯데캐슬,59.747,4,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,48400.0,양천구,신월동,2018-01-12
1063.0,0.0,롯데캐슬,84.984,16,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,56700.0,양천구,신월동,2018-01-15
1063.0,0.0,롯데캐슬,84.966,10,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,59900.0,양천구,신월동,2018-01-15
1063.0,0.0,롯데캐슬,84.984,14,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,59900.0,양천구,신월동,2018-01-17
1063.0,0.0,롯데캐슬,84.984,5,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,59000.0,양천구,신월동,2018-01-18
1063.0,0.0,롯데캐슬,59.747,9,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,49300.0,양천구,신월동,2018-01-22
1063.0,0.0,롯데캐슬,84.984,20,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,59000.0,양천구,신월동,2018-01-24
1063.0,0.0,롯데캐슬,84.984,19,2014,중앙로29길 61,, ,-,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,,,,,,,,,,,unknown,unknown,unknown,,,,126.848124974896,37.5195419716155,,59900.0,양천구,신월동,2018-01-25
